3.327492975219906168e-03,1.860145523047142821e-03,1.782553869978269418e-03,1.518363542224394729e-03,9.120958767591129304e-04,1.270457532350879968e-03,1.885022111431111386e-03,1.645232474112926164e-03,1.400092535726131559e-03,9.040716674467648472e-04,0.000000000000000000e+00
1.860145523047142821e-03,1.699340061731851323e-03,1.535931738866565081e-03,1.332832250772289159e-03,8.894871468223117987e-04,1.185131583053282596e-03,1.574357719608031553e-03,1.466991743905620652e-03,1.174775633118767346e-03,8.591139921096042128e-04,0.000000000000000000e+00
1.782553869978269418e-03,1.535931738866565081e-03,1.625320657866551792e-03,1.373320125161430838e-03,9.148625254331053469e-04,1.210149369592884066e-03,1.625114951608620665e-03,1.514288520107938624e-03,1.204115713578786731e-03,8.924447690484405395e-04,0.000000000000000000e+00
1.518363542224394729e-03,1.332832250772289159e-03,1.373320125161430838e-03,1.470706305270720170e-03,8.487280413001783205e-04,1.159537446948576437e-03,1.457537306699222511e-03,1.532564685791857695e-03,1.182621064217852843e-03,7.665150217936378060e-04,0.000000000000000000e+00
9.120958767591129304e-04,8.894871468223117987e-04,9.148625254331053469e-04,8.487280413001783205e-04,9.493943807316067209e-04,8.548659069177021869e-04,9.681850384149860234e-04,9.760496146079256346e-04,8.509058464742648127e-04,8.771878287015069144e-04,0.000000000000000000e+00
1.270457532350879968e-03,1.185131583053282596e-03,1.210149369592884066e-03,1.159537446948576437e-03,8.548659069177021869e-04,1.446471704760702442e-03,1.299574971784134454e-03,1.363949717643974345e-03,1.047603182716386108e-03,8.308766511506563215e-04,0.000000000000000000e+00
1.885022111431111386e-03,1.574357719608031553e-03,1.625114951608620665e-03,1.457537306699222511e-03,9.681850384149860234e-04,1.299574971784134454e-03,1.988314758686647067e-03,1.592134428871029225e-03,1.306470958900957666e-03,9.486624899820792888e-04,0.000000000000000000e+00
1.645232474112926164e-03,1.466991743905620652e-03,1.514288520107938624e-03,1.532564685791857695e-03,9.760496146079256346e-04,1.363949717643974345e-03,1.592134428871029225e-03,1.980172783983766456e-03,1.319704770697857198e-03,9.166275946995567888e-04,0.000000000000000000e+00
1.400092535726131559e-03,1.174775633118767346e-03,1.204115713578786731e-03,1.182621064217852843e-03,8.509058464742648127e-04,1.047603182716386108e-03,1.306470958900957666e-03,1.319704770697857198e-03,1.514131076780642765e-03,8.549588730321715756e-04,0.000000000000000000e+00
9.040716674467648472e-04,8.591139921096042128e-04,8.924447690484405395e-04,7.665150217936378060e-04,8.771878287015069144e-04,8.308766511506563215e-04,9.486624899820792888e-04,9.166275946995567888e-04,8.549588730321715756e-04,1.529349864447773506e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.333333333333332784e-04
